timestamp,src_ip,dst_ip,proto,length,ttl,src_port,dst_port,flags,tcp_window,attack_type,window_idx
1779557686.057397,192.168.1.38,192.168.1.100,6,178,119,33371,8443,S,56611.0,,0
1779557686.059346,192.168.1.33,192.168.1.100,6,570,76,59528,443,PA,27935.0,,0
1779557686.082956,192.168.1.24,192.168.1.100,6,372,102,50045,8080,PA,44796.0,,0
1779557686.086472,192.168.1.13,192.168.1.100,17,551,88,39323,3306,,,,0
1779557686.096646,192.168.1.39,192.168.1.100,6,353,121,50125,22,SA,33858.0,,1
1779557686.111179,192.168.1.38,192.168.1.100,17,489,120,58118,8443,,,,1
1779557686.135645,192.168.1.18,192.168.1.100,6,908,87,46830,3306,A,45821.0,,1
1779557686.153061,192.168.1.31,192.168.1.100,6,504,101,42773,3306,A,50475.0,,1
1779557686.163929,192.168.1.28,192.168.1.100,6,408,103,49269,53,PA,8363.0,,1
1779557686.172079,192.168.1.4,192.168.1.100,6,98,121,34677,443,S,8904.0,,1
1779557686.17487,192.168.1.24,192.168.1.100,6,745,99,46195,8443,S,41009.0,,1
1779557686.18481,192.168.1.45,192.168.1.100,6,883,114,47942,8443,FA,23604.0,,1
1779557686.191166,192.168.1.7,192.168.1.100,17,221,126,48474,443,,,,1
1779557686.243277,192.168.1.36,192.168.1.100,6,446,84,47290,8080,PA,21859.0,,1
1779557686.243923,192.168.1.33,192.168.1.100,6,638,101,48683,443,A,45072.0,,1
1779557686.256569,192.168.1.11,192.168.1.100,6,643,83,31719,22,A,44169.0,,1
1779557686.27845,192.168.1.34,192.168.1.100,6,348,109,54365,8443,A,12425.0,,1
1779557686.300285,192.168.1.41,192.168.1.100,6,248,94,38493,80,S,36805.0,,1
1779557686.316233,192.168.1.11,192.168.1.100,17,414,79,55164,8080,,,,1
1779557686.337606,192.168.1.28,192.168.1.100,17,235,105,40905,443,,,,1
1779557686.339614,192.168.1.29,192.168.1.100,6,650,64,42788,8080,A,16803.0,,1
1779557686.342099,192.168.1.27,192.168.1.100,6,668,90,36592,80,PA,59830.0,,1
1779557686.384548,192.168.1.21,192.168.1.100,1,386,92,35664,443,,,,1
1779557686.397026,192.168.1.12,192.168.1.100,6,453,124,50292,8443,A,31388.0,,1
1779557686.404419,192.168.1.5,192.168.1.100,6,350,94,53433,80,FA,53738.0,,1
1779557686.406255,192.168.1.50,192.168.1.100,17,206,73,34601,8443,,,,1
1779557686.414247,192.168.1.33,192.168.1.100,6,147,72,39542,80,S,57474.0,,1
1779557686.424003,192.168.1.11,192.168.1.100,1,610,75,30604,443,,,,1
1779557686.488735,192.168.1.37,192.168.1.100,17,40,122,35199,443,,,,1
1779557686.538803,192.168.1.28,192.168.1.100,17,443,100,50614,443,,,,1
1779557686.578321,192.168.1.16,192.168.1.100,6,397,72,39768,8443,A,38885.0,,1
1779557686.579317,192.168.1.2,192.168.1.100,1,522,89,51389,53,,,,1
1779557686.583969,192.168.1.21,192.168.1.100,17,367,103,46010,80,,,,1
1779557686.600977,192.168.1.44,192.168.1.100,6,527,77,47757,8080,A,59247.0,,1
1779557686.616707,192.168.1.36,192.168.1.100,17,381,73,30133,8443,,,,1
1779557686.67029,192.168.1.37,192.168.1.100,17,215,107,55285,3306,,,,1
1779557686.676457,192.168.1.50,192.168.1.100,6,740,98,53652,443,S,32509.0,,1
1779557686.703071,192.168.1.51,192.168.1.100,6,198,73,44105,8080,FA,12474.0,,1
1779557686.718993,192.168.1.15,192.168.1.100,17,374,106,32972,443,,,,1
1779557686.731833,192.168.1.35,192.168.1.100,6,461,128,56462,8443,A,61480.0,,1
1779557686.732336,192.168.1.37,192.168.1.100,6,215,70,52635,443,PA,40164.0,,1
1779557686.755615,192.168.1.14,192.168.1.100,6,357,96,34922,8443,PA,46300.0,,1
1779557686.81238,192.168.1.42,192.168.1.100,6,377,69,59887,53,PA,18425.0,,1
1779557686.8472,192.168.1.49,192.168.1.100,17,183,86,45952,443,,,,1
1779557686.871144,192.168.1.10,192.168.1.100,6,546,84,54018,8443,PA,18753.0,,1
1779557686.872571,192.168.1.44,192.168.1.100,6,353,114,48168,22,A,24291.0,,1
1779557686.881207,192.168.1.35,192.168.1.100,17,162,99,49613,22,,,,1
1779557686.886252,192.168.1.49,192.168.1.100,6,533,71,49942,53,A,42644.0,,1
1779557686.961478,192.168.1.10,192.168.1.100,6,374,69,42910,3306,FA,20195.0,,1
1779557687.055244,192.168.1.27,192.168.1.100,17,357,94,57516,8080,,,,1
1779557687.060156,192.168.1.18,192.168.1.100,17,374,100,53713,22,,,,1
1779557687.063538,192.168.1.35,192.168.1.100,6,378,115,41496,53,PA,36712.0,,1
1779557687.129404,192.168.1.49,192.168.1.100,6,329,116,37582,8080,A,9730.0,,1
1779557687.134326,192.168.1.6,192.168.1.100,6,574,126,40803,3306,A,30404.0,,1
1779557687.153756,192.168.1.18,192.168.1.100,1,404,128,53010,8443,,,,1
1779557687.1554,192.168.1.23,192.168.1.100,6,487,118,51588,22,A,54517.0,,1
1779557687.156995,192.168.1.51,192.168.1.100,6,476,90,51282,8443,A,51878.0,,1
1779557687.173296,192.168.1.25,192.168.1.100,6,648,90,34510,80,A,35500.0,,1
1779557687.176051,192.168.1.51,192.168.1.100,6,188,121,49423,443,S,42068.0,,1
1779557687.189216,192.168.1.20,192.168.1.100,6,223,99,35492,53,SA,19591.0,,1
1779557687.249446,192.168.1.25,192.168.1.100,6,40,70,58398,22,A,18915.0,,1
1779557687.263002,192.168.1.4,192.168.1.100,6,280,118,58269,3306,A,14171.0,,1
1779557687.273545,192.168.1.42,192.168.1.100,6,543,115,31678,443,SA,45791.0,,1
1779557687.306438,192.168.1.14,192.168.1.100,6,131,110,43179,80,FA,10780.0,,1
1779557687.323363,192.168.1.18,192.168.1.100,6,492,69,53950,3306,S,17872.0,,1
1779557687.339331,192.168.1.45,192.168.1.100,17,445,120,32997,80,,,,1
1779557687.339489,192.168.1.45,192.168.1.100,17,126,99,59105,22,,,,1
1779557687.339892,192.168.1.27,192.168.1.100,1,269,104,38266,22,,,,1
1779557687.355781,192.168.1.26,192.168.1.100,6,192,96,58285,8443,A,53230.0,,1
1779557687.363839,192.168.1.39,192.168.1.100,6,354,100,39725,8080,A,34841.0,,1
1779557687.364317,192.168.1.28,192.168.1.100,17,547,80,34816,3306,,,,1
1779557687.365093,192.168.1.22,192.168.1.100,17,387,111,50978,80,,,,1
1779557687.387202,192.168.1.11,192.168.1.100,1,188,98,59598,22,,,,1
1779557687.390564,192.168.1.36,192.168.1.100,17,453,100,51193,80,,,,1
1779557687.421779,192.168.1.6,192.168.1.100,1,486,81,40827,80,,,,1
1779557687.42525,192.168.1.37,192.168.1.100,6,330,117,37018,8080,A,59976.0,,1
1779557687.431019,192.168.1.15,192.168.1.100,6,89,91,56937,443,FA,25828.0,,1
1779557687.464807,192.168.1.50,192.168.1.100,6,375,113,51002,80,FA,50419.0,,1
1779557687.47273,192.168.1.40,192.168.1.100,6,380,70,34866,8443,A,36858.0,,1
1779557687.513733,192.168.1.5,192.168.1.100,6,560,109,37016,8443,A,50590.0,,1
1779557687.544506,192.168.1.8,192.168.1.100,6,796,100,51295,22,A,10085.0,,1
1779557687.54904,192.168.1.8,192.168.1.100,17,446,109,33015,8443,,,,1
1779557687.558802,192.168.1.21,192.168.1.100,6,291,125,59584,22,A,61775.0,,1
1779557687.569271,192.168.1.23,192.168.1.100,6,479,80,48824,53,FA,42713.0,,1
1779557687.615678,192.168.1.3,192.168.1.100,6,512,72,56186,80,A,57285.0,,1
1779557687.6479,192.168.1.18,192.168.1.100,6,40,71,38444,80,FA,46753.0,,1
1779557687.656738,192.168.1.10,192.168.1.100,6,351,108,36055,3306,S,49880.0,,1
1779557687.695136,192.168.1.26,192.168.1.100,6,329,93,58558,53,SA,43821.0,,1
1779557687.729376,192.168.1.39,192.168.1.100,6,652,98,31602,443,PA,43259.0,,1
1779557687.732253,192.168.1.37,192.168.1.100,17,350,75,39177,22,,,,1
1779557687.768177,192.168.1.21,192.168.1.100,6,513,122,35581,443,SA,29519.0,,1
1779557687.783811,192.168.1.38,192.168.1.100,6,638,126,48368,443,A,34708.0,,1
1779557687.788623,192.168.1.6,192.168.1.100,6,526,123,32497,22,S,38393.0,,1
1779557687.795812,192.168.1.22,192.168.1.100,6,336,127,37787,8443,S,38426.0,,1
1779557687.80096,192.168.1.39,192.168.1.100,6,234,71,53668,53,PA,26397.0,,1
1779557687.819585,192.168.1.26,192.168.1.100,6,405,123,58172,443,A,24109.0,,1
1779557687.826596,192.168.1.2,192.168.1.100,1,308,85,48789,53,,,,1
1779557687.827077,192.168.1.11,192.168.1.100,17,370,86,41086,53,,,,1
1779557687.87514,192.168.1.40,192.168.1.100,17,68,77,58976,53,,,,1
1779557687.902444,192.168.1.36,192.168.1.100,6,400,120,38128,3306,S,33475.0,,1
1779557687.945093,192.168.1.42,192.168.1.100,1,370,67,52507,53,,,,1
1779557687.94876,192.168.1.40,192.168.1.100,17,421,83,53248,443,,,,1
1779557687.986963,192.168.1.29,192.168.1.100,6,549,74,54775,3306,A,55953.0,,1
1779557687.995618,192.168.1.2,192.168.1.100,6,89,64,45106,8080,A,12841.0,,1
1779557687.999196,192.168.1.23,192.168.1.100,17,480,115,51941,8443,,,,1
1779557688.005227,192.168.1.39,192.168.1.100,6,419,67,44707,53,A,45817.0,,1
1779557688.012568,192.168.1.26,192.168.1.100,6,559,95,56202,8443,A,58099.0,,1
1779557688.05875,192.168.1.7,192.168.1.100,17,190,112,51457,3306,,,,1
1779557688.071881,192.168.1.39,192.168.1.100,17,264,107,39711,53,,,,1
1779557688.095934,192.168.1.41,192.168.1.100,17,575,68,45157,8080,,,,2
1779557688.133377,192.168.1.4,192.168.1.100,6,240,74,49191,22,A,17129.0,,2
1779557688.139478,192.168.1.15,192.168.1.100,6,379,79,35320,3306,A,22694.0,,2
1779557688.14482,192.168.1.38,192.168.1.100,6,319,70,30195,443,FA,65468.0,,2
1779557688.152141,192.168.1.8,192.168.1.100,17,607,66,38014,80,,,,2
1779557688.181317,192.168.1.11,192.168.1.100,1,444,112,48961,443,,,,2
1779557688.187381,192.168.1.28,192.168.1.100,17,40,91,38165,53,,,,2
1779557688.198083,192.168.1.16,192.168.1.100,17,749,74,42350,53,,,,2
1779557688.209517,192.168.1.33,192.168.1.100,1,511,127,52107,443,,,,2
1779557688.237796,192.168.1.23,192.168.1.100,17,304,111,50794,53,,,,2
1779557688.250453,192.168.1.18,192.168.1.100,6,439,119,34860,8443,A,43932.0,,2
1779557688.260995,192.168.1.31,192.168.1.100,6,351,104,43672,53,FA,38915.0,,2
1779557688.265503,192.168.1.46,192.168.1.100,17,360,85,52570,8443,,,,2
1779557688.287234,192.168.1.12,192.168.1.100,17,609,119,34241,8080,,,,2
1779557688.30753,192.168.1.45,192.168.1.100,6,599,83,56058,8080,SA,25995.0,,2
1779557688.31784,192.168.1.20,192.168.1.100,6,275,93,36575,443,A,49181.0,,2
1779557688.352181,192.168.1.46,192.168.1.100,6,163,107,37039,443,PA,36737.0,,2
1779557688.371821,192.168.1.4,192.168.1.100,6,503,110,39839,22,SA,58861.0,,2
1779557688.372737,192.168.1.49,192.168.1.100,6,440,121,53474,3306,S,26940.0,,2
1779557688.402549,192.168.1.14,192.168.1.100,6,357,104,30868,53,PA,56568.0,,2
1779557688.422443,192.168.1.42,192.168.1.100,6,243,91,52656,8443,A,34286.0,,2
1779557688.442394,192.168.1.45,192.168.1.100,1,559,126,52536,22,,,,2
1779557688.443531,192.168.1.6,192.168.1.100,17,609,88,33191,443,,,,2
1779557688.459324,192.168.1.36,192.168.1.100,6,635,124,46728,3306,A,61341.0,,2
1779557688.459593,192.168.1.20,192.168.1.100,17,343,124,31166,8080,,,,2
1779557688.46004,192.168.1.39,192.168.1.100,6,262,110,45876,80,A,42986.0,,2
1779557688.498252,192.168.1.8,192.168.1.100,6,253,103,46470,8080,SA,13948.0,,2
1779557688.499244,192.168.1.45,192.168.1.100,6,235,64,58101,8080,FA,35033.0,,2
1779557688.53939,192.168.1.23,192.168.1.100,6,208,101,48566,443,PA,11342.0,,2
1779557688.541752,192.168.1.41,192.168.1.100,1,532,112,49970,8443,,,,2
1779557688.54357,192.168.1.30,192.168.1.100,6,82,69,43784,22,A,64577.0,,2
1779557688.55513,192.168.1.43,192.168.1.100,6,301,115,30294,80,A,57220.0,,2
1779557688.570979,192.168.1.46,192.168.1.100,6,480,85,30180,8080,FA,61657.0,,2
1779557688.572018,192.168.1.8,192.168.1.100,17,402,65,51132,80,,,,2
1779557688.589661,192.168.1.40,192.168.1.100,17,131,106,46828,3306,,,,2
1779557688.602463,192.168.1.10,192.168.1.100,6,406,109,45145,80,A,35691.0,,2
1779557688.603972,192.168.1.44,192.168.1.100,17,332,93,39647,80,,,,2
1779557688.630858,192.168.1.46,192.168.1.100,6,319,124,36907,80,A,27444.0,,2
1779557688.639802,192.168.1.13,192.168.1.100,6,322,92,32943,443,A,58643.0,,2
1779557688.662215,192.168.1.46,192.168.1.100,6,178,88,31594,22,PA,11069.0,,2
1779557688.719767,192.168.1.21,192.168.1.100,6,350,96,40646,8080,FA,58611.0,,2
1779557688.7297,192.168.1.40,192.168.1.100,6,432,124,47122,8080,S,57694.0,,2
1779557688.745556,192.168.1.32,192.168.1.100,6,590,93,44633,3306,A,55586.0,,2
1779557688.776636,192.168.1.36,192.168.1.100,1,292,89,58155,8080,,,,2
1779557688.778064,192.168.1.28,192.168.1.100,6,356,77,41455,8080,A,63063.0,,2
1779557688.862079,192.168.1.40,192.168.1.100,6,502,102,55922,53,A,8405.0,,2
1779557688.862892,192.168.1.11,192.168.1.100,17,439,125,55707,80,,,,2
1779557688.872886,192.168.1.34,192.168.1.100,6,552,125,57389,80,SA,64223.0,,2
1779557688.908402,192.168.1.22,192.168.1.100,6,342,91,37511,8080,SA,23017.0,,2
1779557688.909876,192.168.1.4,192.168.1.100,1,246,120,46380,8080,,,,2
1779557688.928294,192.168.1.41,192.168.1.100,17,716,119,38178,3306,,,,2
1779557688.944185,192.168.1.42,192.168.1.100,6,318,104,59319,8443,SA,19748.0,,2
1779557688.946109,192.168.1.13,192.168.1.100,6,763,70,56040,443,A,24127.0,,2
1779557688.949611,192.168.1.13,192.168.1.100,6,239,95,51037,8443,S,31940.0,,2
1779557688.95544,192.168.1.3,192.168.1.100,6,312,94,40761,80,A,8613.0,,2
1779557688.985235,192.168.1.16,192.168.1.100,17,355,98,57494,80,,,,2
1779557688.990736,192.168.1.18,192.168.1.100,6,457,91,54381,22,S,23401.0,,2
1779557689.003303,192.168.1.47,192.168.1.100,6,548,90,32962,8443,PA,15178.0,,2
1779557689.008406,192.168.1.8,192.168.1.100,6,355,65,57574,8443,FA,64748.0,,2
1779557689.009217,192.168.1.51,192.168.1.100,17,512,80,53288,3306,,,,2
1779557689.016847,192.168.1.15,192.168.1.100,6,444,107,32613,53,A,31841.0,,2
1779557689.017708,192.168.1.11,192.168.1.100,17,423,115,31998,22,,,,2
1779557689.031526,192.168.1.11,192.168.1.100,6,478,80,43297,3306,A,20060.0,,2
1779557689.062123,192.168.1.32,192.168.1.100,17,497,81,37473,443,,,,2
1779557689.075802,192.168.1.34,192.168.1.100,6,552,115,43284,8080,S,8930.0,,2
1779557689.087259,192.168.1.46,192.168.1.100,6,635,107,53180,53,FA,29107.0,,2
1779557689.168735,192.168.1.40,192.168.1.100,6,449,90,47191,8443,A,65145.0,,2
1779557689.17872,192.168.1.16,192.168.1.100,17,634,76,40068,80,,,,2
1779557689.19014,192.168.1.35,192.168.1.100,6,326,71,55641,8080,A,30948.0,,2
1779557689.271526,192.168.1.44,192.168.1.100,17,377,104,58017,22,,,,2
1779557689.277514,192.168.1.7,192.168.1.100,17,40,127,31688,53,,,,2
1779557689.309506,192.168.1.24,192.168.1.100,6,496,68,44526,53,A,34388.0,,2
1779557689.31833,192.168.1.14,192.168.1.100,17,228,126,56946,8080,,,,2
1779557689.401116,192.168.1.38,192.168.1.100,17,707,112,48954,443,,,,2
1779557689.419123,192.168.1.4,192.168.1.100,6,603,93,33976,443,FA,16883.0,,2
1779557689.442455,192.168.1.28,192.168.1.100,6,254,72,39299,22,FA,9623.0,,2
1779557689.443436,192.168.1.13,192.168.1.100,6,279,112,58968,443,SA,55586.0,,2
1779557689.513731,192.168.1.47,192.168.1.100,6,467,104,30092,8443,A,53288.0,,2
1779557689.531584,192.168.1.45,192.168.1.100,6,249,97,51115,8080,A,12231.0,,2
1779557689.558251,192.168.1.26,192.168.1.100,17,598,117,57951,8443,,,,2
1779557689.590125,192.168.1.46,192.168.1.100,6,250,112,32747,8443,PA,8356.0,,2
1779557689.60469,192.168.1.37,192.168.1.100,6,413,94,45474,22,A,47762.0,,2
1779557689.613078,192.168.1.7,192.168.1.100,1,40,105,59156,53,,,,2
1779557689.625411,192.168.1.36,192.168.1.100,17,818,105,36123,8443,,,,2
1779557689.62836,192.168.1.51,192.168.1.100,6,40,102,49173,22,A,24463.0,,2
1779557689.628393,192.168.1.25,192.168.1.100,6,405,69,46220,443,A,14638.0,,2
1779557689.688586,192.168.1.21,192.168.1.100,6,451,93,32383,3306,SA,21742.0,,2
1779557689.694351,192.168.1.19,192.168.1.100,17,304,106,42971,8443,,,,2
1779557689.694818,192.168.1.26,192.168.1.100,6,387,75,49000,80,S,62173.0,,2
1779557689.708668,192.168.1.38,192.168.1.100,1,254,87,32357,53,,,,2
1779557689.767096,192.168.1.27,192.168.1.100,6,461,85,35001,22,S,45322.0,,2
1779557689.794735,192.168.1.42,192.168.1.100,6,829,99,42339,443,FA,19057.0,,2
1779557689.798493,192.168.1.49,192.168.1.100,17,452,98,32903,80,,,,2
1779557689.821346,192.168.1.19,192.168.1.100,6,395,93,32508,8080,S,16657.0,,2
1779557689.827438,192.168.1.48,192.168.1.100,6,230,77,34110,8443,FA,37731.0,,2
1779557689.863034,192.168.1.10,192.168.1.100,6,374,122,37320,8080,FA,48115.0,,2
1779557689.869187,192.168.1.33,192.168.1.100,6,350,115,31984,8443,SA,62354.0,,2
1779557689.888313,192.168.1.26,192.168.1.100,6,573,115,59874,3306,PA,48341.0,,2
1779557689.932874,192.168.1.44,192.168.1.100,6,481,123,38176,80,SA,20340.0,,2
1779557689.935881,192.168.1.3,192.168.1.100,6,364,119,55768,443,SA,9450.0,,2
1779557689.939386,192.168.1.32,192.168.1.100,17,140,107,33546,22,,,,2
1779557689.954007,192.168.1.8,192.168.1.100,6,951,118,52232,3306,FA,61971.0,,2
1779557689.954661,192.168.1.4,192.168.1.100,6,513,75,54640,53,FA,60984.0,,2
1779557689.977652,192.168.1.51,192.168.1.100,17,219,78,48109,443,,,,2
1779557689.98853,192.168.1.50,192.168.1.100,6,400,108,43601,8443,A,59508.0,,2
1779557689.990289,192.168.1.4,192.168.1.100,6,311,94,43877,3306,A,26010.0,,2
1779557689.99362,192.168.1.47,192.168.1.100,17,474,107,46628,80,,,,2
1779557689.995628,192.168.1.38,192.168.1.100,6,646,108,53215,3306,SA,62999.0,,2
1779557690.008338,192.168.1.50,192.168.1.100,6,567,93,51183,80,SA,25222.0,,2
