window,window_start,packet_count,bytes_total,bytes_mean,bytes_std,bytes_min,bytes_max,ttl_mean,ttl_std,syn_count,syn_ratio,unique_src_ip,unique_dst_ip,unique_dst_port,unique_src_port,proto_tcp,proto_udp,proto_icmp,packets_per_sec,bytes_per_sec,src_entropy,dst_port_entropy,anomaly_score,is_anomaly,true_label,rule_alert,rule_alerts_detail,is_alert
11,1779557706.090299,95,37752,397.38947368421054,201.85661093305717,40,926,94.53684210526316,19.291057638585542,17,0.17894736842105263,44,1,7,95,67,26,2,47.5,18876.0,5.26856182363802,2.80061522666267,0.05948014648956623,False,0,False,[],False
12,1779557708.090299,110,41899,380.9,193.96306041960528,40,1017,97.48181818181818,19.130518304762177,24,0.21818181818181817,41,1,7,110,76,28,6,55.0,20949.5,5.143377293930288,2.799331921973702,0.030011358094499396,False,0,False,[],False
13,1779557710.090299,82,35417,431.9146341463415,206.3276910147887,40,922,98.28048780487805,18.8360531567667,22,0.2682926829268293,38,1,7,82,66,11,5,41.0,17708.5,5.10872726750282,2.773359364369591,0.05166361969068195,False,0,False,[],False
14,1779557712.090299,97,39695,409.22680412371136,209.62772087056695,40,904,92.90721649484536,18.39841618762491,20,0.20618556701030927,43,1,7,97,67,25,5,48.5,19847.5,5.227144634993111,2.776460254682818,0.0640778075497605,False,0,False,[],False
15,1779557714.090299,91,37211,408.9120879120879,204.04387591080328,40,944,97.68131868131869,18.821901616573722,18,0.1978021978021978,39,1,7,91,69,19,3,45.5,18605.5,5.081525953892838,2.73330256527742,0.0718640229506084,False,0,False,[],False
16,1779557716.090299,97,37766,389.340206185567,222.54306168497754,40,988,98.11340206185567,19.413202277842068,21,0.21649484536082475,43,1,7,97,63,29,5,48.5,18883.0,5.217303207752048,2.740686799550146,0.049429040559944126,False,0,False,[],False
17,1779557718.090299,81,31405,387.71604938271605,183.10510878781488,40,786,96.09876543209876,19.494617807404946,15,0.18518518518518517,39,1,7,81,56,20,5,40.5,15702.5,5.0894276205279345,2.765576164162871,0.07926925854284078,False,0,False,[],False
18,1779557720.090299,77,29527,383.46753246753246,188.1317136879026,40,872,95.1948051948052,18.866594650639836,20,0.2597402597402597,39,1,7,76,63,11,3,38.5,14763.5,5.129788158164046,2.770910390335875,0.0793432903657712,False,0,False,[],False
19,1779557722.090299,86,35361,411.1744186046512,192.041183809801,40,1010,95.55813953488372,18.299858341568587,22,0.2558139534883721,39,1,7,86,63,21,2,43.0,17680.5,5.084134772301613,2.8007725146769777,0.06852218261071485,False,0,False,[],False
20,1779557724.090299,79,33655,426.0126582278481,184.17010626820857,40,932,94.62025316455696,19.375045937062733,17,0.21518987341772153,40,1,7,79,58,18,3,39.5,16827.5,5.2051226725395985,2.716893439546766,0.06628225258819442,False,0,False,[],False
21,1779557726.090299,80,32452,405.65,210.59975236500762,40,1120,94.0875,18.71924059235391,16,0.2,43,1,7,80,55,23,2,40.0,16226.0,5.225070514160594,2.758828290941357,0.0712191021450837,False,0,False,[],False
22,1779557728.090299,80,32774,409.675,192.04342698489128,40,899,95.75,19.024634263521584,15,0.1875,44,1,7,80,64,14,2,40.0,16387.0,5.249747619654287,2.7327174681202617,0.07351550960046493,False,0,False,[],False
23,1779557730.090299,78,29572,379.12820512820514,184.97647158029326,40,769,95.16666666666667,18.48299792028371,17,0.21794871794871795,33,1,7,78,53,21,4,39.0,14786.0,4.912855418896719,2.741770269977701,0.07891908572319739,False,0,False,[],False
24,1779557732.090299,74,29518,398.8918918918919,210.37315623640023,40,905,99.44594594594595,17.727110954455007,17,0.22972972972972974,37,1,7,74,54,15,5,37.0,14759.0,4.976231995883124,2.7824445190189295,0.08163629361795133,False,0,False,[],False
25,1779557734.090299,71,28198,397.15492957746477,188.55644459095183,40,897,98.14084507042253,20.16240899343407,16,0.22535211267605634,36,1,7,71,48,20,3,35.5,14099.0,4.975323480715851,2.762572982628547,0.08832447059658,False,0,False,[],False
26,1779557736.090299,70,28766,410.9428571428571,206.6206974855123,40,895,95.78571428571429,19.18173410814166,15,0.21428571428571427,35,1,7,70,48,17,5,35.0,14383.0,4.938081897820475,2.7817886784415835,0.08156193936333961,False,0,False,[],False
27,1779557738.090299,67,27042,403.6119402985075,201.6931328907088,40,929,95.38805970149254,17.693480415353644,13,0.19402985074626866,33,1,7,67,48,18,1,33.5,13521.0,4.810283730660795,2.71202891623283,0.07846980100615764,False,0,False,[],False
28,1779557740.090299,70,29193,417.04285714285714,201.8747233651291,52,974,92.02857142857142,15.306502765658584,13,0.18571428571428572,40,1,7,70,50,16,4,35.0,14596.5,5.1188679261284635,2.775553290003544,0.07870782421405365,False,0,False,[],False
29,1779557742.090299,60,22785,379.75,212.53096484265336,40,978,96.21666666666667,18.26090727382615,12,0.2,36,1,7,60,45,15,0,30.0,11392.5,4.996404082363306,2.725223156221545,0.08562161209155178,False,0,False,[],False
30,1779557744.090299,61,22090,362.1311475409836,187.17349130417625,40,780,97.09836065573771,20.19546559505606,13,0.21311475409836064,36,1,7,61,47,11,3,30.5,11045.0,5.041152701115242,2.7828313816094505,0.07907422390111335,False,0,False,[],False
31,1779557746.090299,52,19631,377.5192307692308,173.84255784198453,47,775,102.03846153846153,17.95633214922785,18,0.34615384615384615,30,1,7,52,38,13,1,26.0,9815.5,4.695350050226655,2.729300875229576,0.04854858460058176,False,0,False,[],False
32,1779557748.090299,51,22390,439.01960784313724,213.1034012113442,40,933,96.11764705882354,18.99752305836056,9,0.17647058823529413,31,1,7,51,38,12,1,25.5,11195.0,4.740861121728026,2.690212638563217,0.08086056315442397,False,0,False,[],False
33,1779557750.090299,70,29842,426.3142857142857,186.0056523106526,40,855,94.78571428571429,18.020031412045242,15,0.21428571428571427,41,1,7,70,55,13,2,35.0,14921.0,5.125871140208095,2.7651382049578213,0.074483346791624,False,0,False,[],False
34,1779557752.090299,56,20153,359.875,166.29809625543467,40,783,95.23214285714286,20.070775743877935,14,0.25,35,1,7,56,41,14,1,28.0,10076.5,4.967720095425067,2.7240144529973245,0.07092233715667978,False,0,False,[],False
35,1779557754.090299,75,30675,409.0,194.7328731670436,40,827,95.21333333333334,17.964900713826882,13,0.17333333333333334,38,1,7,75,52,21,2,37.5,15337.5,5.086835478457047,2.7445217678045455,0.0756585807242991,False,0,False,[],False
36,1779557756.090299,52,20522,394.65384615384613,197.497270729753,40,859,92.61538461538461,17.78978980813989,7,0.1346153846153846,33,1,7,52,40,9,3,26.0,10261.0,4.87314067475224,2.7826972299443207,0.07668065883149511,False,0,False,[],False
37,1779557758.090299,41,15535,378.9024390243902,178.40134596998544,40,847,95.14634146341463,17.190929258783186,10,0.24390243902439024,32,1,7,41,29,10,2,20.5,7767.5,4.900115719460887,2.7196257129149988,0.0988545713751372,False,0,False,[],False
38,1779557760.090299,72,28889,401.2361111111111,177.58715321633048,40,825,93.11111111111111,20.694665268591077,16,0.2222222222222222,39,1,7,72,51,21,0,36.0,14444.5,5.105630683550656,2.7806217242663385,0.08125869886374187,False,0,False,[],False
39,1779557762.090299,56,22859,408.19642857142856,245.01542954329574,40,859,97.66071428571429,19.69889409513713,11,0.19642857142857142,36,1,7,56,42,14,0,28.0,11429.5,4.994680363215207,2.7694107659704845,0.065146995274735,False,0,False,[],False
40,1779557764.090299,58,25395,437.8448275862069,217.98163464602288,40,909,98.27586206896552,17.109341967975638,11,0.1896551724137931,33,1,7,58,40,15,3,29.0,12697.5,4.845411060139082,2.7600367638805894,0.06659215096827342,False,0,False,[],False
41,1779557766.090299,49,18730,382.2448979591837,200.66872894277824,40,818,98.71428571428571,19.44972150614673,16,0.32653061224489793,34,1,7,49,41,7,1,24.5,9365.0,4.971653206468679,2.770663997466725,0.06558068237138615,False,0,False,[],False
42,1779557768.090299,43,17833,414.72093023255815,183.65097922565684,40,777,97.06976744186046,19.93011044438995,8,0.18604651162790697,29,1,7,43,40,2,1,21.5,8916.5,4.739990913208353,2.746814244226132,0.10135850382337941,False,0,False,[],False
43,1779557770.090299,46,19555,425.10869565217394,178.67055073649686,122,904,98.71739130434783,17.938986771186705,11,0.2391304347826087,30,1,7,46,32,10,4,23.0,9777.5,4.7680209190732,2.739755162692534,0.09934297488991545,False,0,False,[],False
44,1779557772.090299,47,18284,389.02127659574467,210.86246180469126,40,901,95.42553191489361,20.222398989896526,10,0.2127659574468085,33,1,7,47,37,10,0,23.5,9142.0,4.900229538360075,2.784934929134063,0.09303787582091544,False,0,False,[],False
45,1779557774.090299,40,14518,362.95,189.02040996838247,40,749,95.775,20.15769561005653,9,0.225,28,1,7,40,32,6,2,20.0,7259.0,4.703055903293731,2.6035554234043534,0.09321329866987943,False,0,False,[],False
46,1779557776.090299,49,20677,421.9795918367347,209.9414094650297,40,1015,95.63265306122449,18.50078137713718,10,0.20408163265306123,29,1,7,49,36,10,3,24.5,10338.5,4.655127186693559,2.6924817672935353,0.09633568293461259,False,0,False,[],False
47,1779557778.090299,45,16741,372.02222222222224,246.64811969584312,40,917,96.57777777777778,19.655543850028778,10,0.2222222222222222,29,1,7,45,32,8,5,22.5,8370.5,4.685971703112737,2.692645332362506,0.0749275533741518,False,0,False,[],False
48,1779557780.090299,40,14546,363.65,188.25249683364777,40,709,91.325,17.8187275438526,9,0.225,27,1,7,40,26,12,2,20.0,7273.0,4.584183715883913,2.644188184857367,0.09995341451324835,False,0,False,[],False
49,1779557782.090299,38,15910,418.6842105263158,176.98192078428525,100,838,97.1842105263158,19.054481296219908,8,0.21052631578947367,30,1,7,38,28,6,4,19.0,7955.0,4.8268748775365555,2.7625203552264765,0.0995662622338887,False,0,False,[],False
50,1779557784.090299,34,14014,412.1764705882353,183.99019581723027,40,764,89.6470588235294,19.532230322991133,7,0.20588235294117646,26,1,7,34,25,9,0,17.0,7007.0,4.616874602205215,2.6117647722380024,0.09894398295071533,False,0,False,[],False
51,1779557786.090299,44,18318,416.3181818181818,204.6588508790396,92,925,98.63636363636364,19.59483903230396,16,0.36363636363636365,31,1,7,44,37,5,2,22.0,9159.0,4.805911443661225,2.6403611626885986,0.04245417160960169,False,0,False,[],False
52,1779557788.090299,49,21920,447.3469387755102,213.35587944211196,40,829,97.85714285714286,18.547236990991408,9,0.1836734693877551,27,1,7,49,35,13,1,24.5,10960.0,4.598904993060393,2.7088651232414827,0.07964226842444,False,0,False,[],False
53,1779557790.090299,36,14058,390.5,180.93495279480177,40,771,98.5,17.44460620691352,7,0.19444444444444445,25,1,6,36,24,10,2,18.0,7029.0,4.482289233886589,2.521084821790827,0.06040121769443918,False,0,False,[],False
54,1779557792.090299,39,12831,329.0,179.4110247155221,40,828,90.35897435897436,20.785226508884648,7,0.1794871794871795,26,1,7,39,26,9,4,19.5,6415.5,4.528741317564396,2.7323860277165446,0.0896880661259184,False,0,False,[],False
55,1779557794.090299,37,14695,397.1621621621622,209.17410524801176,40,786,96.89189189189189,19.687536643752544,10,0.2702702702702703,25,1,7,37,23,11,3,18.5,7347.5,4.540402348450227,2.718080135770846,0.09948723168759133,False,0,False,[],False
56,1779557796.090299,46,18048,392.3478260869565,177.18655797916054,40,853,92.23913043478261,16.910463273250148,5,0.10869565217391304,25,1,7,46,26,19,1,23.0,9024.0,4.45574857247715,2.6640469276476852,0.0718347462094529,False,0,False,[],False
57,1779557798.090299,35,15918,454.8,188.11679726107582,63,784,94.57142857142857,20.65014700743245,9,0.2571428571428571,25,1,7,35,20,12,3,17.5,7959.0,4.536286227562129,2.660072033433074,0.08334027381429271,False,0,False,[],False
58,1779557800.090299,31,14432,465.5483870967742,176.9287688515122,40,860,99.12903225806451,20.32525840013499,7,0.22580645161290322,24,1,7,31,20,8,3,15.5,7216.0,4.502583403698599,2.7114289727534255,0.07848625697079037,False,0,False,[],False
59,1779557802.090299,37,17086,461.7837837837838,178.2344172922489,40,772,94.32432432432432,19.561944424562444,7,0.1891891891891892,29,1,7,37,27,8,2,18.5,8543.0,4.73621619916603,2.724800408081303,0.08209391915162728,False,0,False,[],False
60,1779557804.090299,32,12365,386.40625,184.60469699665228,58,782,97.5,18.77369470571059,6,0.1875,24,1,7,32,22,10,0,16.0,6182.5,4.4528195276523155,2.671765828239554,0.10158262047426647,False,0,False,[],False
61,1779557806.090299,44,16589,377.02272727272725,191.78846009326824,40,802,97.31818181818181,17.48058421576101,11,0.25,32,1,7,44,26,14,4,22.0,8294.5,4.8796640002859695,2.7340646412434646,0.10152453755895047,False,0,False,[],False
62,1779557808.090299,36,14040,390.0,200.56021539677306,40,853,98.08333333333333,17.37218630866182,13,0.3611111111111111,26,1,7,36,27,8,1,18.0,7020.0,4.572431247571112,2.599221182543973,0.053161020686368965,False,0,False,[],False
63,1779557810.090299,26,9144,351.6923076923077,219.46330339822543,40,802,96.1923076923077,18.961053200219087,5,0.19230769230769232,15,1,7,26,21,5,0,13.0,4572.0,3.6385304669602485,2.626741757096835,0.07097326156906414,False,0,False,[],False
64,1779557812.090299,21,8011,381.4761904761905,227.41781351679975,40,932,105.38095238095238,18.89041076968998,6,0.2857142857142857,17,1,7,21,12,9,0,10.5,4005.5,3.9754180154612517,2.7013757548961626,0.08145365425559853,False,0,False,[],False
65,1779557814.090299,26,9388,361.0769230769231,171.5388989301081,81,703,95.65384615384616,17.153290780937187,8,0.3076923076923077,20,1,7,26,21,3,2,13.0,4694.0,4.209867119018646,2.6229007774772244,0.07048319683881321,False,0,False,[],False
66,1779557816.090299,24,10774,448.9166666666667,218.88053455206358,40,895,94.54166666666667,19.489080926568057,6,0.25,20,1,5,24,16,7,1,12.0,5387.0,4.2516291645024324,2.255123043295907,0.03067406637495229,False,0,False,[],False
67,1779557818.090299,19,8214,432.3157894736842,209.15838034890078,40,783,94.0,21.584459430082767,3,0.15789473684210525,16,1,7,19,13,3,3,9.5,4107.0,3.932138037451063,2.6100635398671854,0.08832767245150153,False,0,False,[],False
68,1779557820.090299,31,12562,405.2258064516129,208.51166389076323,40,775,103.80645161290323,18.610784247918748,8,0.25806451612903225,22,1,7,31,22,9,0,15.5,6281.0,4.349199936175415,2.6008268460476436,0.09683555913604491,False,0,False,[],False
69,1779557822.090299,22,9308,423.09090909090907,197.3968468631532,40,755,99.5909090909091,21.577455366344292,5,0.22727272727272727,18,1,7,22,17,5,0,11.0,4654.0,4.061482184123925,2.550340708536502,0.09924599822517682,False,0,False,[],False
70,1779557824.090299,28,11018,393.5,224.90862342046577,40,904,100.78571428571429,18.995822431294464,3,0.10714285714285714,24,1,7,28,21,7,0,14.0,5509.0,4.5216406328808505,2.740415528871746,0.07284132727448017,False,0,False,[],False
71,1779557826.090299,19,7463,392.7894736842105,128.2300792184668,219,646,92.84210526315789,20.48376907020867,2,0.10526315789473684,14,1,7,19,11,7,1,9.5,3731.5,3.681880800783629,2.6292492228461475,0.050619999015133865,False,0,False,[],False
72,1779557828.090299,19,7146,376.10526315789474,181.3378966144088,40,711,92.6842105263158,23.542048979972805,4,0.21052631578947367,14,1,7,19,13,5,1,9.5,3573.0,3.681880800783629,2.6153196172413895,0.09474522913960415,False,0,False,[],False
73,1779557830.090299,22,8283,376.5,203.58284846832308,40,693,96.95454545454545,17.291553877481213,5,0.22727272727272727,20,1,7,22,16,5,1,11.0,4141.5,4.277613433933724,2.664706915110864,0.10536294979836441,False,0,False,[],False
74,1779557832.090299,27,11257,416.9259259259259,212.4604806557112,80,804,95.96296296296296,17.416794462378242,5,0.18518518518518517,21,1,7,27,19,7,1,13.5,5628.5,4.236368980615292,2.6522615777029532,0.104175961456215,False,0,False,[],False
75,1779557834.090299,25,10179,407.16,185.93002267878455,61,692,96.28,20.032307239390406,4,0.16,18,1,7,25,17,5,3,12.5,5089.5,4.083856187177874,2.698688569441211,0.09635562306055262,False,0,False,[],False
76,1779557836.090299,17,7205,423.8235294117647,187.83245036937763,40,671,95.0,16.75559608011604,0,0.0,17,1,7,17,13,2,2,8.5,3602.5,4.087462838797758,2.441923519591213,0.0605886799065497,False,0,False,[],False
77,1779557838.090299,18,6601,366.72222222222223,206.03420776958816,40,713,100.94444444444444,18.968928842660265,4,0.2222222222222222,16,1,6,18,14,4,0,9.0,3300.5,3.947702776911778,2.4830067796544575,0.08475174533618884,False,0,False,[],False
78,1779557840.090299,23,9274,403.2173913043478,197.5865648086564,40,825,92.17391304347827,18.297173586781707,4,0.17391304347826086,21,1,6,23,17,4,2,11.5,4637.0,4.349648909549092,2.4962058472309314,0.08208837183738349,False,0,False,[],False
79,1779557842.090299,26,12745,490.1923076923077,197.3030195877943,40,917,103.1923076923077,19.4463759724412,5,0.19230769230769232,22,1,6,26,17,8,1,13.0,6372.5,4.392747407274855,2.491750410920838,0.04597016999735626,False,0,False,[],False
80,1779557844.090299,25,9740,389.6,202.52983319336766,40,898,91.44,20.062568795312995,8,0.32,20,1,7,25,17,6,2,12.5,4870.0,4.243856186889334,2.7248894507233548,0.076975746996153,False,0,False,[],False
81,1779557846.090299,20,8127,406.35,148.2349752748549,136,675,90.95,21.22430334855726,8,0.4,20,1,7,20,14,4,2,10.0,4063.5,4.321928092001972,2.570950593444782,0.0313711810378674,False,0,False,[],False
82,1779557848.090299,17,6487,381.5882352941176,147.17169345000136,40,589,94.05882352941177,17.282471568887704,2,0.11764705882352941,14,1,6,17,14,2,1,8.5,3243.5,3.734521662759979,2.0874628403847226,0.05042756445579033,False,0,False,[],False
83,1779557850.090299,18,6774,376.3333333333333,172.83722365958366,56,672,89.16666666666667,20.586260409483284,5,0.2777777777777778,16,1,6,18,14,4,0,9.0,3387.0,3.947702776911778,2.377443750216117,0.07322792902287595,False,0,False,[],False
84,1779557852.090299,14,4711,336.5,186.08755176818497,113,761,88.5,13.270847170221824,4,0.2857142857142857,13,1,6,14,7,7,0,7.0,2355.5,3.664497777324959,2.467720099608882,0.0658375793734779,False,0,False,[],False
85,1779557854.090299,15,4989,332.6,241.88332488442205,40,969,93.2,20.86760989804877,3,0.2,14,1,7,15,13,1,1,7.5,2494.5,3.7735572602554113,2.6892464274992713,0.0679699690541507,False,0,False,[],False
86,1779557856.090299,16,5727,357.9375,188.59390896845,40,650,97.375,17.749647883831386,4,0.25,14,1,7,16,11,4,1,8.0,2863.5,3.749999997980227,2.7028195301048967,0.08585312171053938,False,0,False,[],False
87,1779557858.090299,14,5771,412.2142857142857,238.3111019627103,40,973,95.78571428571429,13.209428866874259,2,0.14285714285714285,13,1,7,14,12,2,0,7.0,2885.5,3.664497777324959,2.6995138493100796,0.07137529894349715,False,0,False,[],False
88,1779557860.090299,17,6318,371.6470588235294,198.82748212221273,40,706,89.0,16.635804759614125,0,0.0,15,1,7,17,12,5,0,8.5,3159.0,3.852168721439239,2.498077545613755,0.0593777831159889,False,0,False,[],False
89,1779557862.090299,15,7395,493.0,232.93653335496467,40,989,97.53333333333333,20.729091588760905,3,0.2,13,1,6,15,13,2,0,7.5,3697.5,3.6402239270663475,2.555913094310208,0.05332475703067424,False,0,False,[],False
90,1779557864.090299,15,5405,360.3333333333333,191.93848220818293,40,594,94.73333333333333,15.59059545580818,5,0.3333333333333333,14,1,6,15,12,3,0,7.5,2702.5,3.7735572602554113,2.4159220629695493,0.06382233905467438,False,0,False,[],False
91,1779557866.090299,14,5391,385.07142857142856,203.89796252262826,41,717,94.85714285714286,20.935274401968424,3,0.21428571428571427,12,1,6,14,10,4,0,7.0,2695.5,3.521640634612085,2.4137995637400635,0.08452491795932832,False,0,False,[],False
92,1779557868.090299,13,4834,371.84615384615387,261.05869268354394,40,942,94.6923076923077,17.245214869564133,3,0.23076923076923078,11,1,6,13,10,3,0,6.5,2417.0,3.39274740886182,2.3535339477118646,0.05904521549822439,False,0,False,[],False
93,1779557870.090299,14,5809,414.92857142857144,206.26848235536812,40,749,95.5,18.91580535709998,3,0.21428571428571427,12,1,6,14,8,4,2,7.0,2904.5,3.521640634612085,2.352745780006253,0.08203772933158837,False,0,False,[],False
94,1779557872.090299,12,3995,332.9166666666667,179.2405485441959,40,595,99.08333333333333,14.443987949274531,2,0.16666666666666666,12,1,7,12,7,4,1,6.0,1997.5,3.5849624989899223,2.5849624997112692,0.06289108494930451,False,0,False,[],False
95,1779557874.090299,12,4704,392.0,166.4430014367463,132,711,91.16666666666667,19.21568172723581,2,0.16666666666666666,11,1,7,12,9,3,0,6.0,2352.0,3.418295832467525,2.68872187453098,0.06999831513186289,False,0,False,[],False
96,1779557876.090299,4,1360,340.0,116.00862036935014,217,452,93.25,28.253318389173334,1,0.25,4,1,3,4,2,0,2,2.0,680.0,1.9999999994229218,1.4999999995671913,-0.0005508444723014705,True,0,False,[],True
97,1779557878.090299,8,3271,408.875,182.24350860475505,106,663,90.75,21.0085016804422,0,0.0,8,1,4,8,4,2,2,4.0,1635.5,2.9999999988458437,1.8112781238820548,0.008788311908673352,False,0,False,[],False
98,1779557880.090299,12,5898,491.5,249.5958551520656,130,873,92.25,21.265101585803567,2,0.16666666666666666,11,1,6,12,8,2,2,6.0,2949.0,3.418295832467525,2.3553885413419167,0.05311819364167658,False,0,False,[],False
99,1779557882.090299,7,2914,416.2857142857143,171.68548209416184,141,643,94.28571428571429,21.868655542536107,2,0.2857142857142857,7,1,4,7,5,2,0,3.5,1457.0,2.8073549210477178,1.8423709926000305,0.013790680818208556,False,0,False,[],False
100,1779557884.090299,7,2661,380.14285714285717,219.75549183234577,42,649,100.14285714285714,19.038807485664393,0,0.0,5,1,6,7,5,0,2,3.5,1330.5,2.235926349907685,2.5216406354777017,0.012814164489848456,False,0,False,[],False
101,1779557886.090299,8,2972,371.5,195.6607851797157,139,787,94.75,23.346764841652657,3,0.375,8,1,4,8,6,2,0,4.0,1486.0,2.9999999988458437,1.9056390616524883,-0.0026115454820736517,True,0,False,[],True
102,1779557888.090299,6,1753,292.1666666666667,125.84501049571519,86,406,93.16666666666667,19.135481877043667,0,0.0,6,1,4,6,5,1,0,3.0,876.5,2.584962499855539,1.9182958334774112,-0.001950870616309941,True,0,False,[],True
103,1779557890.090299,9,3862,429.1111111111111,131.72646321491786,239,632,94.33333333333333,8.2915619758885,3,0.3333333333333333,8,1,5,9,8,1,0,4.5,1931.0,2.947702778065934,2.113283333573527,0.01819532047599104,False,0,False,[],False
104,1779557892.090299,4,727,181.75,158.65765030404302,40,382,94.0,23.395156193822118,0,0.0,4,1,4,4,4,0,0,2.0,363.5,1.9999999994229218,1.9999999994229218,-0.025012808967195155,True,0,False,[],True
105,1779557894.090299,7,2879,411.2857142857143,111.04460708159024,281,537,92.14285714285714,11.036735197037384,1,0.14285714285714285,7,1,5,7,6,1,0,3.5,1439.5,2.8073549210477178,2.235926349907685,0.01709330678542781,False,0,False,[],False
106,1779557896.090299,7,2799,399.85714285714283,159.81387984301048,133,622,92.71428571428571,17.036375648537902,0,0.0,7,1,5,7,4,3,0,3.5,1399.5,2.8073549210477178,2.235926349907685,0.035665348538629627,False,0,False,[],False
107,1779557898.090299,13,6576,505.84615384615387,168.73986199366473,234,765,90.38461538461539,18.186709714965218,1,0.07692307692307693,11,1,6,13,8,4,1,6.5,3288.0,3.39274740886182,2.0349409130906113,0.014820383865524978,False,0,False,[],False
108,1779557900.090299,9,3857,428.55555555555554,170.0294909060713,152,662,98.88888888888889,12.68310337067041,0,0.0,9,1,5,9,5,4,0,4.5,1928.5,3.169925000143887,2.1971597227028017,0.03305823814583053,False,0,False,[],False
109,1779557902.090299,4,1507,376.75,202.91110533104555,204,635,91.75,19.771612647092464,1,0.25,3,1,3,4,2,2,0,2.0,753.5,1.4999999995671913,1.4999999995671913,-0.011542869545322576,True,0,False,[],True
110,1779557904.090299,5,2355,471.0,73.4404520683254,391,549,83.6,13.974977638622539,2,0.4,4,1,4,5,4,1,0,2.5,1177.5,1.9219280943102843,1.9219280943102843,-0.0388641364703074,True,0,False,[],True
111,1779557906.090299,5,1877,375.4,155.34252476382633,229,621,103.6,12.300406497347963,2,0.4,5,1,4,5,5,0,0,2.5,938.5,2.3219280941660148,1.9219280943102843,-0.0010109696918917388,True,0,False,[],True
112,1779557908.090299,4,1375,343.75,69.61980082323323,286,440,94.5,21.0,1,0.25,4,1,3,4,4,0,0,2.0,687.5,1.9999999994229218,1.4999999995671913,-0.012039974548742227,True,0,False,[],True
113,1779557910.090299,4,2030,507.5,272.80090420182506,114,727,83.25,17.969882210706523,0,0.0,4,1,3,4,1,3,0,2.0,1015.0,1.9999999994229218,1.4999999995671913,-0.03430857418840916,True,0,False,[],True
114,1779557912.090299,5,1508,301.6,160.58580261031796,119,556,95.0,12.806248474865697,0,0.0,5,1,3,5,3,2,0,2.5,754.0,2.3219280941660148,1.5219280944545537,0.009129601286205546,False,0,False,[],False
115,1779557914.090299,1,217,217.0,0.0,217,217,90.0,0.0,0,0.0,1,1,1,1,0,1,0,0.5,108.5,-1.4426951601859516e-10,-1.4426951601859516e-10,-0.11642550433793297,True,0,False,[],True
